table_id,编  码,品目名称,说  明,品目类别
table_3,C01010200,心理学的研究和试验开发服务,包括：——动物心理学研究服务；——人类心理学研究服务；——其他心理学研究服务。,服务
table_3,C01010300,经济学的研究和试验开发服务,包括：——宏观经济学研究服务；——中观经济学研究服务；——微观经济学研究服务；——其他经济学研究服务。,服务
table_3,C01010400,法学的研究和试验开发服务,包括：——民商法研究服务；——刑法研究服务；——经济法研究服务；——诉讼法研究服务；——其他法律研究服务。,服务
table_3,C01010500,管理学的研究和试验开发服务,包括：——管理规律研究服务；——管理方法探讨服务；——管理模式建构服务；——其他管理学研究服务。,服务
table_3,C01010600,语言学和语言的研究和试验开发服务,包括：——语言结构研究服务；——历史语言学研究服务；——民族语言学研究服务；——其他语言学和语言研究服务。,服务
table_3,C01019900,其他社会科学和试验开发服务,包括哲学、宗教学、军事学、民族学等研究服务。,服务
table_3,C01020000,自然科学研究和试验开发,,服务
table_3,C01020100,数学的研究和试验开发服务,包括：——基础数学研究服务；——应用数学研究服务；——其他数学研究服务。,服务
table_3,C01020200,物理学的研究和试验开发服务,包括：——力学研究服务；——热学研究服务；——声学研究服务；——光学研究服务；——电磁学研究服务；——凝聚态物理学研究服务；——固体物理学研究服务；——等离子体物理学研究服务；——分子物理学研究服务；——原子物理学研究服务；——原子核物理学研究服务；——粒子物理学研究服务；——其他物理学研究服务。,服务
table_3,C01020300,化学的研究和试验开发服务,包括：——物理化学研究服务；——分析化学研究服务；——有机化学研究服务；——无机化学研究服务；——其他化学研究服务。,服务
table_3,C01029900,其他自然科学研究和试验开发服务,包括天文、生物学、地球科学等研究服务。,服务
table_3,C01030000,工程学的研究和试验开发,,服务
table_3,C01030100,工程和技术基础科学研究服务,包括：——工程数学研究服务；——工程控制论研究服务；——工程力学研究服务；——工程物理学研究服务；——工程地质学研究服务；——工程水文学研究服务；——工程仿生学研究服务；——工程心理学研究服务；——其他工程和技术基础科学研究服。,服务
table_3,C01030200,测绘科学技术研究服务,包括大地测量学与测量工程研究服务、摄影测量与遥感研究服务、地图制图学与地理信息工程研究服务等。,服务
table_3,C01030300,材料科学研究服务,指从电子到巨型物体各个尺寸层次上材料行为的科学研究服务。,服务
table_3,C01030400,冶金工程技术研究服务,指从矿石等资源中提取金属及其化合物、并制成具有良好加工和使用性能材料的工程技术研究服务，包括：——冶金物理化学研究服务；——钢铁和有色金属冶金工程技术研究服务；——其他冶金工程技术研究服务。,服务
table_3,C01030500,机械工程研究服务,包括：——机械制造及其自动化研究服务；——机械电子工程研究服务；——机械设计及理论研究服务；——车辆工程研究服务；——仿生技术研究服务；——其他机械工程研究服务。,服务
table_3,C01030600,化学工程研究服务,包括化学工程基础研究服务、化工测量技术与仪器仪表研究服务、化工传递过程研究服务、分离工程研究服务、化学反应工程研究服务、系统工程研究服务、化工机械与设备研究服务、无机化学工程研究服务、有机化学工程研究服务、电化学工程研究服务、高聚物工程研究服务、煤化学工程研究服务、石油化学工程研究服务、精细化学工程研究服务、造纸技术研究服务、毛皮与制革工程研究服务、制药工程研究服务、生物化学工程研究服务、化学工程其他研究服务。,服务
table_3,C01030700,纺织科学技术研究服务,包括化学纤维、天然纤维改性、棉纺织、毛纺织、麻纺织、丝绸、针织、非织造布等科学技术研究服务。,服务
table_3,C01030800,食品科学技术研究服务,包括食品化学、食品工程、食品微生物学等技术研究服务。,服务
table_3,C01030900,矿山工程技术研究服务,包括矿山地质学、矿山综合利用工程、矿山安全、矿山测量、采矿环境工程、矿山电气工程、矿山设计、选矿工程、矿山地面工程、油气田井开发工程、钻井工程、井巷工程、采矿工程等技术研究服务。,服务
table_3,C01031000,动力与电力工程研究服务,包括工程热物理、热工学、动力机械工程、电气工程等研究服务。,服务
table_3,C01031100,能源科学技术研究服务,包括矿物质能源、核物理能源、大气环流能源、地理性能源科学技术研究服务。,服务
table_3,C01031200,核科学技术研究服务,包括核能科学与工程、核燃料循环、核技术及应用、辐射防护等科学技术研究服务。,服务
table_3,C01031300,电子、通信与自动控制技术研究服务,包括电子技术，光电子学与激光技术，半导体技术，信息处理技术，通信技术，广播与电视工程技术，雷达工程，自动控制技术，电子、通信与自动控制其他技术等研究服务。,服务
table_3,C01031400,计算机科学技术研究服务,包括计算机硬件、软件科学技术研究服务。,服务
table_3,C01031500,航空、航天科学技术研究服务,包括空气动力学、 大气层飞行动力学、航天动力学、飞行器结构力学、推进原理、自动控制理论、航空电子学、空间电子学等技术研究服务。,服务
table_3,C01031600,土木建筑工程研究服务,包括房屋工程研究服务、地下工程研究服务等。,服务
table_3,C01031700,水利工程研究服务,包括：——水利枢纽工程研究服务；——堤坝工程研究服务；——城市防洪工程研究服务；——疏浚工程研究服务；——滞蓄洪区工程研究服务；——橡胶坝拦河工程研究服务；——山洪防御工程研究服务；——水库工程研究服务；——引水河渠工程研究服务；——灌溉排水工程研究服务；——雨水利用工程研究服务；——再生水利用工程研究服务；——水闸工程研究服务；——其他水利工程研究服务。,服务
table_3,C01031800,交通运输工程研究服务,包括：——道路工程研究和试验开发；——桥梁工程研究和试验开发；——隧道工程研究和试验开发；——交通工程研究和实验开发(包括机电工程、安全设施) ；——道路运输研究和试验开发；——港口工程研究和试验开发；——内河枢纽与航道工程研究和实验开发；——水上运输与安全研究和试验开发；——环境保护研究和试验开发（包括公路环境保护和水运环境保护）；——交通运输信息化研究和试验开发；——交通运输规划与管理研究和试验开发；——载运工具研究和试验开发（包括车辆工程和船舶工程）；——工程机械研究和试验开发；——综合交通运输研究和试验开发；——物流工程研究和实验开发；——其他交通运输工程研究服务。,服务
table_3,C01031900,环境科学技术研究服务,包括水环境、大气环境、土壤环境等技术研究服务。,服务
table_3,C01032000,安全科学技术研究服务,指人类生产、生活、生存过程中，避免和控制人为技术、自然因素或人为－自然因素所带来的危险、危害、意外事故和灾害的科学技术研究服务。,服务
table_3,C01039900,其他工程和技术的研究与试验开发服务,,服务
table_3,C01040000,农业科学研究和试验开发服务,,服务
table_3,C01040100,农学研究服务,包括作物生长发育规律及其与外界环境条件的关系、病虫害防治、土壤与营养、种植制度、遗传育种等方面的研究服务。,服务
table_3,C01040200,林学研究服务,指森林的形成、发展、管理以及资源再生和保护利用的理论与技术等方面的科学研究服务。,服务
table_3,C01040300,畜牧、兽医研究服务,指动物遗传资源与育种、动物生物技术与繁殖、动物营养与饲料、草业科学和动物医学等方面的研究服务，不包括水产动物。,服务
table_3,C01040400,水产学研究服务,又称渔业学研究服务，包括水产动植物种质资源、遗传改良、海淡水养殖增殖、病害防治、保鲜、环境生态等理论与技术研究服务。,服务
table_3,C01049900,其他农业科学研究与试验发展服务,,服务
table_3,C01050000,医学研究和试验开发服务,,服务
table_3,C01050100,基础医学研究服务,指关于人的生命和疾病现象的本质及其规律的研究服务。,服务
table_3,C01050200,临床医学研究服务,指关于疾病的诊断、治疗和预防的各专业学科的研究服务。,服务
table_3,C01050300,预防医学与卫生学研究服务,预防医学研究服务指社会人群中疾病和健康现象的发生和发展规律，改善劳动和生活卫生条件，延长人类寿命的科学和技术研究服务；卫生学研究服务指人类生活和劳动所处的内外环境对健康的影响、改善卫生条件、增进健康的研究服务。,服务
table_3,C01050400,军事医学与特种医学研究服务,军事医学研究服务包括野战外科学、军队流行病学、军事环境医学、军队卫生学、军事人机工效学、核武器医学防护学、化学武器医学防护学、生物武器医学防护学、激光与微波医学防护学、军事医学其他科学研究服务；特种医学研究服务包括航空航天医学 、潜水医学、航海医学、法医学、特种医学其他研究服务。,服务
table_3,C01050500,药学研究服务,指有关药（中药除外）来源、采制、性能、功效、临床应用等方面的研究服务。,服务
table_3,C01050600,中医学与中药学研究服务,中医学研究服务指关于人体生理、病理以及疾病的诊断和防治等研究服务；中药学研究服务指中药来源、采制、性能、功效、临床应用等研究服务。,服务
table_3,C01059900,其他医学研究与试验发展服务,,服务
table_3,C01990000,其他研究和试验开发服务,,服务
table_3,C02000000,教育服务,,服务
table_3,C02010000,学前教育服务,指对3-6岁学龄前幼儿开展的保育和教育服务，包括：——幼儿园教育服务；——学前班教育服务；——农村小学附属幼儿园（班）教育服务；——幼儿活动站、游戏小组、巡回辅导站等教育服务；——其他学前教育服务。,服务
table_3,C02020000,初等教育服务,包括：——普通小学教育服务；——成人初等教育服务：职工初等教育服务、农民初等教育服务、成人扫盲班教育服务；——其他初等教育服务。,服务
table_3,C02030000,中等教育服务,,服务
table_3,C02030100,初中教育服务,包括：——初级中学教育服务；——其他初中教育服务。,服务
table_3,C02030200,高中教育服务,包括：——高级中学教育服务；——其他高中教育服务。,服务
table_3,C02030300,中等专业教育服务,包括中等师范学校、工业学校、农业学校、林业学校、医药学校、财经学校、政法学校、体育学校、艺术学校、其他中等专业学校的教育服务。,服务
table_3,C02030400,职业中学教育服务,指实施中等职业技术教育的服务，包括职业初中、职业高中的教育服务。,服务
table_3,C02030500,技工学校教育服务,指实施技术技能教育的服务。,服务
table_3,C02039900,其他中等教育服务,包括为成人提供的各种中等教育服务及其他中等教育服务。,服务
table_3,C02040000,高等教育服务,包括高等职业教育服务、普通本科教育服务、研究生教育服务。,服务
table_3,C02050000,成人教育服务,指为成人提供的各种高等继续教育服务，包括学历继续教育和非学历教育服务。,服务
table_3,C02060000,培训服务,包括外语、计算机及网络、汽车驾驶、飞行驾驶、农业使用技术、武术、缝纫、烹调、美容美发、艺术、职业技能培训及机关工作人员技术业务培训服务等。,服务
table_3,C02070000,特殊教育服务,指为残障儿童、少年等特殊人群提供的教育服务。,服务
table_3,C02080000,考试服务,包括考场安排、考务组织、结果统计分析等服务。,服务
table_3,C02090000,教育课程研究与开发服务,包括学前教育、初等教育、中等教育、高等教育及成人教育及社区教育学校课程与校外辅助课程研究、设计与开发服务。,服务
table_3,C02100000,学生活动组织实施服务,包括学前教育、初等教育、中等教育、高等教育及成人教育校园文化、体育、技能等竞赛、交流活动的组织实施服务，校外活动组织实施服务。,服务
table_3,C02110000,教学成果推广应用服务,包括学前教育、初等教育、中等教育、高等教育、成人教育及社区教育教学研究成果推广应用服务。,服务
table_3,C02120000,社区教育服务,包括为社区提供的助力提高生活质量、培养生活技能、促进生命健康等相关内容的教育服务。,服务
table_3,C02990000,其他教育服务,包括：——党校、行政学院教育服务；——宗教组织办的神学院、佛学院等教会学校教育服务；——中小学课外辅导班（语文班、数学班、物理班、化学班、外语班、美术班、舞蹈班、书法班、音乐班等）的教育服务；——义务教育课后服务；——国防教育服务；——其他教育服务。,服务
table_3,C03000000,就业服务,,服务
table_3,C03010000,就业信息咨询服务,指就业信息收集、咨询提供等服务。,服务
table_3,C03020000,就业指导服务,指职业介绍、推荐等服务。,服务
table_3,C03030000,创业指导服务,指创业机会介绍、推荐等服务。,服务
table_3,C03040000,人才服务,指人才管理、推荐等服务。,服务
table_3,C03990000,其他就业服务,包括就业和失业登记、流动人员档案管理、就业调查服务等。,服务
table_3,C04000000,医疗卫生服务,,服务
table_3,C04010000,医院服务,,服务
table_3,C04010100,综合医院服务,指各类综合医院的诊断、治疗等服务。,服务
table_3,C04010200,中医医院服务,指各类中医医院的诊断、治疗等服务。,服务
table_3,C04010300,中西医结合医院服务,指各类中西医结合医院的诊断、治疗等服务。,服务
table_3,C04010400,专科医院服务,包括：——口腔医院服务；——眼科医院服务；——骨科医院服务；——儿科医院服务；——妇产科医院服务；——传染病医院服务；——美容医院服务；——其他专科医院服务。,服务
table_3,C04010500,民族医院服务,指藏医院、苗医院、蒙医院等民族医院的诊断、治疗等服务。,服务
table_3,C04010600,疗养院服务,指疗养院以疗养、康复为主，治疗为辅的医疗服务，包括：——老年人疗养院服务；——残疾军人、复员军人、消防员等疗养院服务。,服务
table_3,C04019900,其他医院服务,指其他类型医院的诊断、治疗等服务。,服务
table_3,C04020000,卫生院和社区医疗服务,指城镇街道、社区医院和乡（镇）医疗卫生机构的服务，包括社区卫生服务中心、社区卫生服务站、街道卫生院、乡镇卫生院服务。,服务
table_3,C04030000,门诊服务,指门诊部、诊所、医务室、卫生站、村卫生室、护理院等卫生机构的服务，包括各类门诊部、各类诊所、卫生所、医务室、护理站、其他门诊医疗服务。,服务
table_3,C04040000,生育技术服务,指向育龄公民提供生育调节及其他有关的生殖保健服务，包括：——生育咨询服务；——生育临床服务；——生殖保健服务；——其他生育服务。,服务
table_3,C04050000,专科疾病防控服务,指对各种专科疾病进行预防及群众预防的服务,服务
table_3,C04050100,传染病防控服务,包括：——结核病防控服务：——艾滋病防控服务：——其他传染病防控服务。,服务
table_3,C04050200,职业病防控服务,指在职业活动中因接触粉尘、放射性物质和其他有毒、有害物质等因素而引起疾病的防控服务，包括：——尘肺病防控服务：——职业性皮肤病防控服务：——职业性眼病防控服务：——职业性耳鼻喉口腔疾病防控服务：——职业性化学中毒防控服务：——职业性放射性疾病防控服务：——其他职业病防控服务：,服务
table_3,C04050300,地方病防控服务,指具有地区性发病特点的疾病防控服务，包括：——化学性地方病防控服务；——生物性地方病防控服务；——其他地方病防控服务。,服务
table_3,C04059900,其他专科疾病防控服务,包括精神病、麻风病、寄生虫病、血吸虫病等其他专科疾病防治服务。,服务
table_3,C04060000,妇幼保健服务,指专门针对妇女和儿童健康提供的服务。,服务
table_3,C04070000,健康检查服务,,服务
table_3,C04070100,体检服务,指对健康状况进行检查、提供健康咨询的综合性服务。,服务
table_3,C04079900,其他健康检查服务,其他专项健康检查服务。,服务
table_3,C04080000,康复服务,包括慢性病康复服务、残疾人康复服务、职业病康复服务等。,服务
table_3,C04090000,预防接种服务,指疫苗接种服务。,服务
table_3,C04100000,戒毒服务,指帮助吸毒人员戒除吸食、注射毒品以及康复等服务。,服务
table_3,C04110000,公共卫生事件防控服务,指重大公共卫生事件的应急、预防和控制服务。,服务
table_3,C04990000,其他医疗卫生服务,包括居民健康档案管理、特殊群体卫生健康服务等。,服务
table_3,C05000000,社会服务,,服务
table_3,C05010000,社会保障服务,,服务
table_3,C05010100,托育服务,指在特定场所集中照护婴幼儿的服务。,服务
table_3,C05010200,儿童福利服务,指为孤儿、事实无人抚养儿童、农村留守儿童、困境儿童等特殊儿童群体提供的养育、治疗、康复、护理、特殊教育、心理关爱以及与其相关的评估服务等。,服务
table_3,C05010300,未成年人关爱保护服务,指为有需求的未成年人提供心理疏导、监护支持、社会调查、教育矫治、法律援助等专业服务。,服务
table_3,C05010400,养老服务,包括居家养老服务、社区养老服务、机构养老服务、集中供养服务、家庭适老化改造、老年人能力综合评估、探访服务、家庭养老支持服务、养老服务人才培养、养老评估服务、第三方专业机构支持服务等。,服务
table_3,C05010500,社会救助服务,包括为特困人员和最低生活保障、低保边缘家庭成员等社会救助对象提供必要的访视照料、送医陪护、心理疏导、能力提升服务等。,服务
table_3,C05010600,扶贫济困服务,包括贫困地区救助、扶贫开发与对口支援服务等。,服务
table_3,C05010700,优抚安置服务,包括军休干部文体活动保障、自主就业退役士兵就业创业服务等。,服务
table_3,C05010800,残疾人服务,包括精神障碍患者救治救助、精神障碍社区康复、公益性康复辅助器具配置和社区租赁、困难重度残疾人集中或社会化照护服务等。,服务
table_3,C05010900,流浪乞讨人员救助管理服务,包括流浪乞讨人员街面救助，站内照料，康复治疗，教育矫治，救助寻亲，临时安置，源头治理服务等。,服务
table_3,C05011000,法律援助服务,包括未成年人法律援助服务、弱势群体法律援助服务等。,服务
table_3,C05019900,其他社会保障服务,,服务
table_3,C05020000,社会治理服务,,服务
table_3,C05020100,社区治理服务,包括城乡社区文化、体育、教育、科普、心理咨询、卫生健康、特殊困难群体关爱等服务。,服务
table_3,C05020200,社会组织建设与管理服务,包括社会组织登记管理、评估、培训、人才队伍建设、信息统计、社会调查、档案整理、学术研究等服务。,服务
table_3,C05020300,社会工作服务,指运用社会工作专业方法为有需要的人群提供的服务，包括困难救助、矛盾调处、人文关怀、心理疏导、行为矫治、关系调适、资源协调、危机干预、能力建设、社会融入、社会功能修复和促进个人与环境适应等在内的专业服务；开展社区建设、基层治理等服务。,服务
table_3,C05020400,人民调解服务,指人民调解、化解社会矛盾相关服务。,服务
table_3,C05020500,志愿服务活动管理服务,包括志愿服务项目管理、志愿者培训、志愿服务活动的实施与管理服务等。,服务
table_3,C05020600,慈善事业管理服务,包括慈善组织、募捐信息平台建设与管理相关服务等。,服务
table_3,C05029900,其他社会治理服务,,服务
table_3,C05030000,灾害防治和应急管理服务,,服务
table_3,C05030100,防灾减灾预警预报服务,指防灾减灾预警、预报相关服务。,服务
table_3,C05030200,防灾救灾物资储备供应服务,指食物、防护用具等防灾救灾物资的储备、供应和管理服务。,服务
table_3,C05030300,灾害救援救助服务,指受灾人员救助、援助等服务。,服务
table_3,C05030400,灾后管理服务,指灾后疾病预防、防疫、心理疏导等服务。,服务
table_3,C05030500,应急救治服务,指应急救治相关服务。,服务
table_3,C05039900,其他灾害防治和应急管理服务,指应急指挥管理等其他服务。,服务
table_3,C05040000,安全服务,,服务
table_3,C05040100,公共安全服务,包括公共安全隐患排查治理、公共安全情况监测 、安全生产事故调查、安全生产突发事件、事故应急救援等相关服务。,服务
table_3,C05040200,食品药品安全服务,指食品药品安全相关服务。,服务
table_3,C05040300,保安服务,指由安保人员提供的门卫、巡逻等一般性安全服务。,服务
table_3,C05040400,特种保安服务,指现钞押运，金库守护，贵重物品保安，易爆、易燃、易腐等危险品保护及其他特种保安的服务。,服务
table_3,C05040500,道路交通协管服务,指交通秩序、车辆停放协管服务。,服务
table_3,C05040600,社会治安协管服务,指协管员维持治安秩序的服务。,服务
table_3,C05049900,其他安全保护服务,指专业开锁服务、私人调查服务、监视器管理服务、其他安全保护服务。,服务
table_3,C05990000,其他社会服务,,服务
table_3,C06000000,文化、体育、娱乐服务,,服务
table_3,C06010000,新闻服务,包括：——新闻采访服务：文字、图片、录音、影像及其他类型新闻的采访服务；——新闻编辑服务：文字、图片、录音、影视、网络及其他类型新闻的编辑服务；——新闻发布服务；——其他新闻服务。,服务
table_3,C06020000,广播、电视、电影和音像服务,,服务
table_3,C06020100,广播服务,指广播节目的制作和播放等服务。包括广播节目的制作、编排、播音、播放、点播、交换等服务，包括：——广播节目制作服务：新闻类、音乐类、文艺类、经济类、体育类、教育类、交通类、儿童类、生活类、少数民族语言、广播剧及其他类广播节目的制作服务；——广播节目播出服务：国内广播节目、国外广播节目、付费广播节目和互联网广播节目等的播出服务；——广播节目进出口交易服务；——广播节目发行服务；——广播电台其他辅助服务；——其他广播服务。,服务
table_3,C06020200,电视服务,指电视节目的制作和播放等服务。包括：——电视节目制作服务：公共电视节目、电视剧和付费电视节目等的制作服务；——电视节目播出服务：国内电视节目、国外电视节目、付费电视节目、互联网电视节目和移动电视节目等的播出服务；——电视节目进出口交易服务；——电视节目发行服务；——电视台各种辅助服务；——其他电视服务。,服务
table_3,C06020300,电影服务,指电影片的制作、发行和放映服务，包括：——电影制作与发行服务，包括电影制作服务、电影发行服务、电影进出口交易服务；——电影放映，包括电影院线放映服务、普通影院放映服务、露天影院放映服务、网络电影播出服务、录像放映服务、其他放映服务。,服务
table_3,C06020400,音像制作服务,指从事录音、摄像、录像等制作服务，包括：——影像节目的制作；——声音节目的制作；——专门为歌唱演员、演奏家及其他演员提供录音合成的服务；——其他音像制作。,服务
table_3,C06020500,广播电视传输服务,包括：——有线广播电视传输服务：有线广播电视信号及数据广播信号传送、入户服务；有线广播电视网的设计、建设、安装、调试、测试服务，为有线广播电视用户提供维修、咨询等服务，有线广播电视网络维护、运行、监测、安全管理服务，互联网广播电视节目的传输、接入、咨询等服务，其他有线广播电视和网上广播电视服务；——无线广播电视传输服务：无线广播信号传送、覆盖服务，无线电视信号传送、覆盖服务，无线广播电视节目播出安全、质量、内容和覆盖效果的监测服务，为无线广播电视用户提供咨询等服务，其他无线广播电视服务。不包括有线广播电视的制作、播音、导播、播出等服务，有线电视节目的制作、主持、导播、播出等服务，卫星传输服务。,服务
table_3,C06030000,文化艺术服务,,服务
table_3,C06030100,艺术创作、表演和交流服务,指文学、美术创造和表演艺术等服务，包括：    ——文艺创作服务：文学作品、影视剧、戏剧、歌曲、歌剧、乐曲和舞蹈等的创作服务；——文艺评论服务：文学、舞台艺术、电影、电视艺术和其他文艺评论服务；——美术创作服务：绘画、雕刻、书法篆刻、工艺美术和其他美术创作服务；——艺术表演服务：戏剧、戏曲、舞蹈、歌唱、民乐、西洋乐、曲艺、魔术、杂技和其他艺术表演服务；——表演艺术家演出服务；——艺术交流服务；——舞台表演宣传、组织、辅助服务。,服务
table_3,C06030200,艺术表演场馆服务,包括：——音乐厅、歌剧院、舞剧院、戏剧场（院）、剧场（院）的管理服务；——其他艺术表演场馆的管理服务。,服务
table_3,C06030300,图书馆和档案馆服务,包括：——图书馆和档案馆提供的图书阅览和档案查阅等服务；——图书馆和档案馆的图书整理服务；——图书馆和档案馆的管理服务。,服务
table_3,C06030400,文物和文化保护服务,指对具有历史、文化、艺术、科学价值的文物和非物质遗产的保护和管理服务，包括：——具有纪念性建筑物参观、咨询和保护管理服务；——具有文化价值遗址参观、咨询和保护管理服务；——文物古迹参观、咨询和保护管理服务；——农耕文化遗产保护管理服务；——其他文物遗址参观、咨询和保护管理服务；——传统语言文字和口述文学保护管理服务；——民间艺术遗产参观、咨询和保护管理服务；——民间、民俗传统活动遗产保护管理服务；——民俗制作遗产保护管理服务；——其他文化遗产保护管理服务。,服务
table_3,C06030500,博物馆服务,包括：——综合类博物馆、展览馆的参观、咨询和管理服务；——历史类博物馆、展览馆的参观、咨询和管理服务；——艺术类博物馆、展览馆的参观、咨询和管理服务；——自然类博物馆、展览馆的参观、咨询和管理服务——科学类博物馆、展览馆的参观、咨询和管理服务——其他类博物馆、展览馆的参观、咨询和管理服务。,服务
table_3,C06030600,烈士陵园和纪念馆服务,包括烈士陵园、纪念堂和烈士纪念馆的参观、咨询和管理服务。,服务
table_3,C06030700,群众文化活动服务,指开展群众文化活动场所的管理和组织服务，包括：——群众文化场馆服务：综合文化中心、文化宫、群众文化馆（站）、青年宫、少年文化宫、老年文化活动站、其他群众文化场馆服务；——社区文化服务；——京剧票友及其他艺术爱好者交流服务；——群众性文艺培训服务；——老年文化服务；——村史馆服务；——群众文化艺术展览服务；——群众文艺演出服务；——群众文艺交流服务；——其他群众文化服务。,服务
table_3,C06030800,文化艺术经纪代理服务,指文艺、影视、音像中介公司的经纪代理服务，包括：——电影发行经纪代理；——与电视剧、电视节目有关的经纪代理；——戏剧、戏曲、舞蹈、音乐、曲艺、杂技等演出的经纪代理；——美术作品展览经纪人服务；——音像出版代理；——文学艺术作品出版、发行经纪代理；——民间艺术表演经纪代理；——娱乐性文艺演出的经纪代理；——艺术表演、展览等项目的引进、出境的经纪代理；——各种以经纪代理为主的演出公司；——其他艺术演出、展览、出版、发行等经纪代理。不包括对艺术家、演员个人的经纪代理。,服务
table_3,C06039900,其他文化艺术服务,包括：——史料、史志编辑服务：地方志、人物志、革命史料、史志和其他史料、史志编辑服务；——艺术品、收藏品鉴定服务：古玩、字画和其他艺术品、收藏品鉴定服务；——街头报刊橱窗服务；——其他文化艺术服务。,服务
table_3,C06040000,体育服务,,服务
table_3,C06040100,体育组织服务,包括：——竞技体育组织服务：体育项目组织服务、体育运动训练指导服务、体育运动员服务、体育人员转会服务、其他体育管理服务；——非竞技体育组织服务：风筝、龙舟、国标舞和其他非竞技体育组织服务；——其他体育组织服务：汽车、滑翔、登山、攀岩和其他体育项目组织服务。,服务
table_3,C06040200,体育场馆服务,包括：——室内体育场所服务：室内综合体育场所、室内专项体育场所等提供的服务；——室外体育场所服务：足球场、田径场、滑雪场、自行车场、射击场、赛车场、网球场、棒球及类似运动比赛场、其他室外体育场所提供的服务；——室外天然体育场所提供的服务；——其他体育场馆提供的服务；——体育场馆的管理和维护服务。,服务
table_3,C06049900,其他体育服务,包括：——体育经纪服务：体育赛事经纪服务、体育组织经纪服务、其他体育经纪服务；——兴奋剂管理服务；——体育器材装备服务；——社区、街心公园、公园等运动场所的管理；——专门从事体育心理、保健、营养、器材、训练指导等服务；——其他体育服务。,服务
table_3,C06050000,娱乐服务,,服务
table_3,C06050100,室内娱乐服务,包括：——儿童室内游戏娱乐服务；——室内手工制作娱乐服务；——其他室内娱乐服务。,服务
table_3,C06050200,游乐园服务,包括：——儿童乐园提供的服务；——主题游乐园提供的服务；——水上游乐园提供的服务；——其他游乐园提供的服务；——游乐园的管理和维护服务。,服务
table_3,C06050300,休闲健身娱乐服务,指主要面向社会开放的休闲健身娱乐场所和综合体育娱乐场所提供的服务，包括：——综合体育娱乐场所提供的服务；——健身馆服务：器械健身、健身操、健身舞蹈、瑜伽功及类似健身及其他健身服务；——棋牌馆提供的服务；——保龄球馆提供的服务；——台球室、飞镖室提供的服务；——高尔夫球场提供的服务；——射击、射箭馆场提供的服务；——滑沙、滑雪及模拟滑雪场所提供的服务；——惊险娱乐活动场所提供的服务；——娱乐性军事训练、体能训练场所提供的服务；——其他休闲健身娱乐的服务；——休闲健身娱乐场所的管理和维护服务。,服务
table_3,C06059900,其他娱乐服务,指各种形式的彩票服务，以及公园、海滩和旅游景点内小型设施的娱乐服务，包括：——彩票服务；——公园、景区内游船出租；——公园、景区内的摆摊娱乐服务；——公园、景区内的小动物拉车、骑马、钓鱼等服务；——租借道具服务（如租借照相、服装、道具等）；——海滩浴场更衣及租借用品服务；——公园及街头艺人表演服务；——娱乐性展览服务；——其他娱乐服务。,服务
table_3,C06990000,其他文化、体育、娱乐服务,,服务
table_3,C07000000,生态环境保护和治理服务,,服务
table_3,C07010000,生态环境保护服务,,服务
table_3,C07010100,生态资源调查与监测服务,指对森林资源、林地变更、野生动植物资源、湿地、草原资源、林草种质资源、荒漠化、自然保护地等进行调查与监测的相关服务。,服务
table_3,C07010200,碳汇监测与评估服务,指对碳汇吸收的温室气体量开展监测、核算、评估，并将相关结果服务于温室气体清单编制、碳达峰碳中和目标进展评估、碳汇交易等。,服务
table_3,C07010300,生态环境舆情监控服务,指生态环境舆情动态收集、分析、提出应对措施等相关服务。,服务
table_3,C07010400,生态环境成果交流与管理服务,指建立成果共享共用机制，推动生态环境保护科研、管理活动中产生的成果实现共享共用，推进成果转化应用，以及环保先进技术(含低碳产品和低碳技术)的遴选、推广与服务等。,服务
table_3,C07019900,其他生态环境保护服务,指其他涉及生态环境领域的服务事项。,服务
table_3,C07020000,生态环境治理服务,,服务
table_3,C07020100,水污染治理服务,,服务
table_3,C07020101,污水治理及其再生利用服务,指对污水的收集、处理及净化后的再利用服务，包括对污水的收集、处理及深度净化等。,服务
table_3,C07020102,城镇水域治理服务,包括：——城镇水域垃圾清除服务；——城镇水域垃圾运输服务；——城镇水域水草清理服务；——城镇水域水质下降处理服务；——城镇水域其他治理服务。,服务
table_3,C07020103,海洋水域污染治理服务,包括：——海洋垃圾清理服务；——海洋水质污染治理服务；——其他海洋污染治理服务。,服务
table_3,C07020104,江、湖治理服务,包括：——江、湖垃圾清理服务；——江、湖水草清理服务；——江、湖水质污染治理服务；——其他江、湖治理服务。,服务
table_3,C07020105,水库污染治理服务,包括：——水库垃圾清理服务；——水库水草清理服务；——水库水质污染治理服务；——其他水库污染治理服务。,服务
table_3,C07020106,地下水污染治理服务,包括：——地下水杂质清理服务；——地下水质污染治理服务；——其他地下水污染治理服务。,服务
table_3,C07020199,其他水污染治理服务,除城镇水域、海洋水域、江、湖治理、水库污染、地下水污染以外的其他水污染治理服务。,服务
table_3,C07020200,空气污染治理服务,,服务
table_3,C07020201,大气污染治理服务,包括：——大气中的烟尘及粉尘治理服务；——二氧化硫及氮氧化物治理服务；——硫污染治理服务；——其他大气污染治理服务。,服务
table_3,C07020202,汽车尾气污染治理服务,包括：——汽车尾气中碳氢化合物治理服务；——氮氧化合物治理服务；——一氧化碳和二氧化硫治理服务；——含铅化合物、苯丙芘及固体颗粒物治理服务；——其他汽车尾气污染治理服务。,服务
